form	lemma	POS	morph
adjoinctz	adjoindre	VERppe	NOMB.=p|GENRE=m
avec	avec	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	VERinf	NOMB.=s
pour	pour	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|CAS=i
ayder	aider	VERinf	MORPH=empty
a	à	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
nostre	notre	DETpos	PERS.=2|NOMB.=s|GENRE=f
redemption	rédemption	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	PROrel	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
fussent	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
noz	notre	DETpos	NOMB.=p|GENRE=m
redempteurs	redempteur	NOMcom	NOMB.=p|GENRE=m
)	)	PONpdr	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
offrent	offrir	NOMcom	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
sacrifide	sacrifide	ADJqua	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
remission	rémission	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
noz	notre	DETpos	PERS.=2|NOMB.=p|GENRE=m
pechez	péché	NOMcom	NOMB.=p
:	:	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f
merveilleuse	merveilleux	ADJqua	NOMB.=s|GENRE=f
audace	audace	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
trop	trop	ADVgen	MORPH=empty
malheureuse	malheureux	ADJqua	NOMB.=s|GENRE=f
arrogance	arrogance	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Pour	pour	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
assommer	assommer	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
abbatre	abatre	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
mesme	même	ADJind	NOMB.=s|GENRE=m
chapitre	chapitre	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
incontinent	incontinent	VERcjg	MODE=ind|NOMB.=p
apres	après	PRE	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dit	dire	VERppe	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Si	si	CONsub	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
pechons	pécher	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
voluntairement	volontairement	ADVgen	MORPH=empty
apres	après	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
avons	avoir	VERcjg	PERS.=1|NOMB.=p
receu	recevoir	VERppe	NOMB.=s|GENRE=m
congnoissance	connaissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
verite	vérité	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
laisse	laisser	ADJqua	NOMB.=s
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
les	le	PROper	NOMB.=p|GENRE=m
pechez	péché	NOMcom	NOMB.=p
.	.	PONfrt	MORPH=empty
Lesquelles	lequel	DETint	NOMB.=p|GENRE=f
parolles	parole	NOMcom	NOMB.=p|GENRE=f
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
si	si	ADVgen	MORPH=empty
claires	clair	ADJqua	NOMB.=p|GENRE=m
si	si	ADVgen	MORPH=empty
vives	vif	ADJqua	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
puissantes	puissant	ADJqua	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
se	se	PROper	PERS.=3
pourroit	pouvoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
assez	assez	ADVgen	MORPH=empty
esmerveiller	émerveiller	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
comment	comment	ADVint	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
este	être	NOMcom	NOMB.=s|GENRE=m
si	si	ADVgen	MORPH=empty
abuse	abuser	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
aveugle	aveugle	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
deceu	décevoir|dessavoir	PROcar	MORPH=empty
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
souffrir	souffrir	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ayt	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
encore	encore	ADVgen	MORPH=empty
voulu	vouloir	VERppe	NOMB.=s|GENRE=m
sacrifier	sacrifier	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
presenter	présenter	VERinf	MORPH=empty
aucun	aucun	DETind	NOMB.=s|GENRE=m
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
visible	visible	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
exterieur	extérieur	NOMcom	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
Seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
noz	notre	DETpos	NOMB.=p|GENRE=m
pechez	péché	VERppe	NOMB.=p
:	:	PONfbl	MORPH=empty
attendu	attendre	VERppe	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
si	si	ADVgen	MORPH=empty
constamment	constamment	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
puissamment	puissamment	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
foys	fois	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
si	si	ADVgen	MORPH=empty
souvent	souvent	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
iceluy	cil	ADJqua	NOMB.=s|GENRE=m
sainct	saint	NOMcom	NOMB.=s|GENRE=m
apostre	apôtre	ADJqua	NOMB.=s|GENRE=f
afferme	affermer	VERppe	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
dict	dire	VERinf	NOMB.=s
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
aucun	aucun	DETind	NOMB.=s|GENRE=m
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
jamais	jamais	ADVgen	MORPH=empty
n'	ne	ADVneg	MORPH=empty
aura	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
apres	après	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	ADJqua	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
attendre	attendre	VERinf	MORPH=empty
aucun	aucun	DETind	NOMB.=s|GENRE=m
autre	autre	ADJind	NOMB.=s|GENRE=m
sacrificateur	sacrificateur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fallu	falloir	VERppe	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
permis	permettre	VERppe	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
Sathan	sathan	NOMpro	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
Du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
et	et	CONcoo	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
ministres	ministre	NOMcom	NOMB.=p|GENRE=m
ayt	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
seduict	séduire	VERppe	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
peu	peu	ADVgen	MORPH=empty
exceptez	excepter	VERppe	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
este	este	NOMcom	NOMB.=s|GENRE=m
predict	prédire	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
prophetise	prophétiser	NOMcom	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
debvoit	devoir	VERcjg	MODE=con|TEMPS=ipf|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
perdu	perdre	VERppe	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
gaste	gâter	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
tout	tout	ADVgen	GENRE=m
pour	pour	PRE	MORPH=empty
finablement	finablement	ADVgen	MORPH=empty
manifester	manifester	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
puissance	puissance	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
gloire	gloire	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
magnificence	magnificence	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
souverain	souverain	ADJqua	NOMB.=s|GENRE=m
seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Lequel	lequel	DETint	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
glaive	glaive	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
esperit	esprit	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
bouche	bouche	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
ruinera	ruiner	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
abatra	abattre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
regne	règne	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
ennemys	ennemi	NOMcom	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
assavoir	assavoir	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
l'	le	PROper	PERS.=3|NOMB.=s
antechrist	antéchrist	NOMcom	NOMB.=s
/	/	PONfbl	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
d'	de	PRE	MORPH=empty
enfer	enfer	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
sathan	sathan	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Las	las	ADVgen	NOMB.=s
ne	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
pas	pas	NOMcom	NOMB.=s|GENRE=m
este	este	ADJqua	NOMB.=s|GENRE=m
grosse	gros	ADJqua	NOMB.=s
misere	misère	NOMcom	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
malheureux	malheureux	ADJqua	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
tant	tant	ADVgen	MORPH=empty
mesprise	mépriser	VERppe	NOMB.=s
ces	ce	DETdem	NOMB.=p
passages	passage	NOMcom	NOMB.=p|GENRE=m
prealleguez	préaleguer	VERppe	NOMB.=p|GENRE=m
?	?	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|CAS=r
avoir	avoir	VERinf	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
contemnez	contemner	VERppe	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
froidement	froidement	ADVgen	MORPH=empty
passez	passe	VERppe	NOMB.=p
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
aultrement	autrement	ADVgen	MORPH=empty
y	y	PROadv	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
avise	aviser	ADJqua	MORPH=empty
?	?	PONfrt	MORPH=empty
sans	sans	PRE	MORPH=empty
jamais	jamais	ADVgen	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
voulu	vouloir	VERppe	NOMB.=s|GENRE=m
considerer	considérer	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
grande	grand	ADJqua	NOMB.=s|GENRE=f
difference	différence	NOMcom	NOMB.=s|GENRE=f
entre	entre	PRE	MORPH=empty
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
testament	testament	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
quand	quand	CONsub	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
offrons	offrir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=p
sacrifice	sacrifice	ADJqua	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
luy	il	PROper	PERS.=1|NOMB.=s|CAS=i
donnons	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
et	et	CONcoo	MORPH=empty
presentons	présenter	VERcjg	PERS.=1|NOMB.=p
.	.	PONfrt	MORPH=empty
Parquoy	parquoi	PRE.PROrel	NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
evident	évident	VERcjg	PERS.=3|NOMB.=p
que	que	CONsub	MORPH=empty
quand	quand	CONsub	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
prenons	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
recevons	recevoir	VERppe	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|CAS=i
aucune	aucun	DETind	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
sacrifice	sacrifice	ADJqua	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
liberalle	libéral	NOMcom	NOMB.=s|GENRE=f
dode	dode	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
nation	nation	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
pure	pur	ADJqua	NOMB.=s|GENRE=f
misericorde	miséricorde	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
poeut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
donc	donc	ADVgen	MORPH=empty
si	si	ADVgen	MORPH=empty
aveugle	aveugle	ADJqua	NOMB.=s|GENRE=n
qui	qui	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
voit	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
icy	ici	ADVgen	MORPH=empty
clairement	clairement	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
par	par	PRE	MORPH=empty
donation	donation	NOMcom	NOMB.=s|GENRE=f
testamentaire	testamentaire	ADJqua	MORPH=empty
confermee	confermer	ADJqua	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mort	mort	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
testateur	testateur	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
amour	amour	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
charite	charité	VERcjg	MODE=ind|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s'	se	PROper	PERS.=3
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
tout	tout	PROind	NOMB.=s|GENRE=m
donne	donner	VERcjg	NOMB.=s
a	à	PRE	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
?	?	PONfrt	MORPH=empty
Sainct	saint	VERcjg	MORPH=empty
Luc	Luc	PROper	PERS.=3|NOMB.=s
le	il	PROper	NOMB.=s|GENRE=m
touche	touche	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
vif	vif	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
quand	quand	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
escript	écrire	VERcjg	MODE=ind|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Ce	ce	DETdem	NOMB.=s|GENRE=m
calice	calice	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
nouveau	nouveau	ADJqua	NOMB.=s|GENRE=m
testament	testament	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
sang	sang	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
sera	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
espandu	épandre	VERppe	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
A	à	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
mal	mal	ADVgen	GENRE=m
pense	penser	VERcjg	NOMB.=s
/	/	PONfbl	MORPH=empty
quand	quand	CONsub	MORPH=empty
par	par	PRE	MORPH=empty
oubliance	oubliance	NOMcom	NOMB.=s|GENRE=f
(	(	PONpga	MORPH=empty
affin	afin	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
ne	ne	ADVneg	MORPH=empty
dye	dire	NOMcom	NOMB.=s
oultrecuidance	outrecuidance	NOMcom	NOMB.=s|GENRE=f
)	)	PONpdr	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
telle	tel	ADJind	NOMB.=s|GENRE=f
donation	donation	NOMcom	NOMB.=s|GENRE=f
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
voulu	vouloir	VERppe	NOMB.=s|GENRE=m
changer	changer	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
voulons	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
sacrifier	sacrifier	VERinf	MORPH=empty
faisons	faire	VERcjg	MODE=imp|NOMB.=p
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sainct	saint	ADJqua	NOMB.=s|GENRE=m
Paul	Paul	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
croyons	croire	VERcjg	PERS.=1|NOMB.=s
a	à	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
divin	divin	ADJqua	NOMB.=s|GENRE=m
conseil	conseil	NOMcom	NOMB.=s|GENRE=m
ou	où	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p
prie	prier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
donc	donc	ADVgen	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
freres	frère	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
misericorde	miséricorde	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
offrez	offrir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
voz	votre	DETpos	NOMB.=p|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
vivant	vivre	VERppa	MORPH=empty
/	/	PONfbl	MORPH=empty
sainct	saint	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
plaisant	plaire	VERppa	MORPH=empty
a	à	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
etc	etc	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
A	à	PRE	MORPH=empty
tel	tel	DETind	NOMB.=s|GENRE=m
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
tous	tout	PROind	NOMB.=p|GENRE=m
ordonnez	ordonner	VERppe	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
prebstres	prêtre	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
roys	roi	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
estre	être	VERinf	MORPH=empty
tonduz	tondre	VERppe	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
rasez	raser	VERcjg	MODE=ind|PERS.=2|NOMB.=p
/	/	PONfbl	MORPH=empty
ceremonieux	cérémonieux	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
